answer,correct_option,id,options,problem,type
10.78 m/s,B,MCQ_65_9,"['32.34 m/s', '10.78 m/s', '36.1 m/s', '0.77 m/s']","Assume that the mass of air in an entraining cumulus updraft grows exponentially with altitude, described by $m=m_{0} e^{z / H}$, where H is 10.3 km and $m_{0}$ signifies the mass at a baseline level. Given that the updraft speed is 19.3 m/s at a height of 5.9 km, determine its speed at 11.9 km, considering the updraft maintains zero net buoyancy.",Atmospheric Physics
"geopotential_difference: 514.0 m^2/s^2,
balance_distance_km: 259.1 km",C,MCQ_66_9,"['geopotential_difference: 194.0 m^2/s^2,\nbalance_distance_km: 205.6 km', 'geopotential_difference: 334.0 m^2/s^2,\nbalance_distance_km: 233.1 km', 'geopotential_difference: 514.0 m^2/s^2,\nbalance_distance_km: 259.1 km', 'geopotential_difference: 7118.0 m^2/s^2,\nbalance_distance_km: 149.3 km']","In certain hurricanes, the azimuthal velocity component is noted to have a radial dependence expressed as $v_{\lambda}=V_{0}\left(r_{0} / right)^{2}$, applicable for distances $r \geq r_{0}$ from the center. Given $V_{0}=31.7 \mathrm{~m} \mathrm{~s}^{-1}$ and $r_{0}=165.6 \mathrm{~km}$, determine the total geopotential difference between the far field $(r ightarrow \infty)$ and $r=r_{0}$, under the assumption of gradient wind balance and $f_{0}=5e-05 \mathrm{~s}^{-1}$. Additionally, identify the distance from the center where the Coriolis force equals the centrifugal force.",Atmospheric Dynamics
1275138.0 kg/s^2,A,MCQ_67_9,"['1275138.0 kg/s^2', '-877066.0 kg/s^2', '-2087.0 kg/s^2', '3825413.0 kg/s^2']","10.8. Determine the surface torque per unit horizontal area applied to the atmosphere by topography given the following surface pressure and height distribution:

p_{s}=p_{0}+\hat{p} \sin k x, \quad h=\hat{h} \sin (k x-\gamma)

where p_{0}=1030 hPa, \hat{p}=15.5 hPa, \hat{h}=3380 m, \gamma=3.65 rad, and k=1 /(a \cos \phi). Here, \phi=0.83 radians denotes the latitude, and a represents the Earth's radius. Provide the result in \mathrm{kg} \mathrm{s}^{-2}.",Atmospheric Dynamics
6489.1 m,A,MCQ_69_9,"['6489.1 m', '43816.7 m', '7195.2 m', '8845.1 m']","Consider a scenario where the temperature rises linearly with altitude in the region from 26 to 49 km at a rate of 4.2 K/km. Given that the temperature at 26 km is 177 K, determine the scale height H such that the log-pressure height z aligns with the actual height at 49 km. (Assume z matches the actual height at 26 km and let g be constant.)",Atmospheric Physics
"s1: 174.8 m/s,
s2: 79.2 m/s,
s3: 44.9 m/s",C,MCQ_70_9,"['s1: 99.4 m/s,\ns2: 55.9 m/s,\ns3: 24.9 m/s', 's1: 100.7 m/s,\ns2: 1.7 m/s,\ns3: 7.8 m/s', 's1: 174.8 m/s,\ns2: 79.2 m/s,\ns3: 44.9 m/s', 's1: 79.9 m/s,\ns2: 35.7 m/s,\ns3: 45.1 m/s']","12.2. Determine the Rossby critical velocities corresponding to zonal wave numbers 1, 2, and 3 (i.e., for these wavelengths along a latitude circle). Assume the motion is on a $\beta$-plane centered at 23°, with a scale height of $H=10.9$ km, buoyancy frequency $N=0.04$ s⁻¹, and an infinite meridional scale $(l=0)$.",Atmospheric Dynamics
"Geopotential fluctuation: 553.0 m^2/s^2,
Vertical velocity fluctuation: 0.00986 m/s",C,MCQ_71_9,"['Geopotential fluctuation: 1708.8 m^2/s^2,\nVertical velocity fluctuation: 0.06041 m/s', 'Geopotential fluctuation: 1382.5 m^2/s^2,\nVertical velocity fluctuation: 0.03898 m/s', 'Geopotential fluctuation: 553.0 m^2/s^2,\nVertical velocity fluctuation: 0.00986 m/s', 'Geopotential fluctuation: 0.00062 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s']","Determine the fluctuations in geopotential and vertical velocity for a Kelvin wave characterized by a zonal wave number of 2, a phase speed of 35.0 m/s, and a zonal velocity perturbation amplitude of 15.8 m/s. Assume $N^2 = 0.00031 \text{s}^{-2}$.",Atmospheric Dynamics
"(a): Geopotential fluctuation: 1661.7 m^2/s^2,
Vertical velocity fluctuation: 0.17201 m/s,
(b): Vertical momentum flux: 1.64268 kg/m/s",D,MCQ_72_9,"['(a): Geopotential fluctuation: 485.1 m^2/s^2,\nVertical velocity fluctuation: 0.00245 m/s,\n(b): Vertical momentum flux: 0.01797 kg/m/s', '(a): Geopotential fluctuation: 870.0 m^2/s^2,\nVertical velocity fluctuation: 0.17201 m/s,\n(b): Vertical momentum flux: 0.86004 kg/m/s', '(a): Geopotential fluctuation: 1661.7 m^2/s^2,\nVertical velocity fluctuation: 0.51602 m/s,\n(b): Vertical momentum flux: 4.92804 kg/m/s', '(a): Geopotential fluctuation: 1661.7 m^2/s^2,\nVertical velocity fluctuation: 0.17201 m/s,\n(b): Vertical momentum flux: 1.64268 kg/m/s']","(a) Determine the geopotential and vertical velocity variations for a Kelvin wave characterized by a zonal wave number 10, a phase speed of 87.0 m/s, and a zonal velocity perturbation amplitude of 19.1 m/s. Assume that $N^2 = 0.00023$ s$^{-2}$.

(b) For the scenario described in Part (a), calculate the vertical momentum flux $M \equiv ho_0 \overline{u' w'}$. Demonstrate that $M$ remains constant with height.",Atmospheric Dynamics
-5.9 m/day,B,MCQ_74_9,"['-1004.58 m/day', '-5.9 m/day', '-11.79 m/day', '-7.8 m/day']","Calculate the TEM residual vertical velocity in the westerly shear region of the equatorial QBO, given that radiative cooling is modeled as Newtonian cooling with a 22-day relaxation time, the vertical shear is 44 m/s over 5 km, and the meridional half-width is 5° latitude.",Atmospheric Dynamics
-13.633 %,B,MCQ_75_9,"['-13.2 %', '-13.633 %', '-27.267 %', '-40.9 %']","Considering that gravity's acceleration decreases with elevation from the Earth's center according to an inverse square law, calculate the percentage change in $g$ from the Earth's surface to a height of 409000.0 km.",Geophysics
277.5 hPa,D,MCQ_76_9,"['0.0 hPa', '769.2 hPa', '-0.0 hPa', '277.5 hPa']","In a distant galaxy, there exists a planet with an atmosphere identical to Earth's, except it lacks moisture. The planet's troposphere is kept neutrally stable to vertical shifts through convection, while the stratosphere is in radiative equilibrium with a consistent temperature of -89.1°C, and the temperature remains continuous across the tropopause. Given a surface pressure of 822 hPa and an equatorial surface temperature of -22.2°C, determine the pressure at the equatorial tropopause.",Atmospheric Dynamics
1.35 ,A,MCQ_77_9,"['1.35 ', '4.05 ', '2.7 ', '1.156 ']","Evaluate the dry-adiabatic lapse rate on Kepler-22b in relation to Earth's, considering that the gravitational acceleration on Kepler-22b is 14.0 m/s^2 and its atmosphere is predominantly hydrogen, resulting in a different c_p value.",Atmospheric Physics
"Surface: 0.002 kg/m^3,
Altitude: 0.000143 kg/m^3",A,MCQ_79_9,"['Surface: 0.002 kg/m^3,\nAltitude: 0.000143 kg/m^3', 'Surface: 0.0 kg/m^3,\nAltitude: 0.0 kg/m^3', 'Surface: 0.00859 kg/m^3,\nAltitude: 0.000184 kg/m^3', 'Surface: 0.00014 kg/m^3,\nAltitude: 0.002003 kg/m^3']","Utilizing (i) the equation that connects the saturation vapor pressure of $ \mathrm{H}_{2} \mathrm{O} $ with temperature $ T $, and (ii) the water vapor equation of state $ e = \rho_{v} R_{v} T $, determine the maximum water vapor content per unit volume that air can accommodate at the surface, where $ T_{s}=259 \mathrm{~K} $, and at an altitude of 10 km where $ T_{10} \mathrm{~km}=217 \mathrm{~K} $. Provide your results in $\mathrm{kg} \mathrm{m}^{-3} $.",Atmospheric Physics
6.91 km,A,MCQ_80_9,"['6.91 km', '7.57 km', '14.83 km', '12.19 km']","Spectroscopic data indicate that an atmospheric column with a water vapor mass exceeding 3.0 kg/m^2 is opaque to the 'terrestrial' waveband. Considering that water vapor generally has a density of 0.01 kg/m^3 at sea level and diminishes vertically following e^(-z/3.0), where z represents the height above the surface and b is approximately 3.0 km, determine the height at which the atmosphere becomes transparent to terrestrial radiation.",Atmospheric Physics
"(1): 4.08 cm/hr,
4.598 cm/hr,
(2): 28.858 cm",B,MCQ_1_10,"['(1): 0.72 cm/hr,\n0.202 cm/hr,\n(2): 1.862 cm', '(1): 4.08 cm/hr,\n4.598 cm/hr,\n(2): 28.858 cm', '(1): 10.165 cm/hr,\n11.5 cm/hr,\n(2): 223.9 cm', '(1): 4.02 cm/hr,\n3.828 cm/hr,\n(2): 0.392 cm']","The initial rate of infiltration of a watershed is estimated as 0.2 cm/hr, the final capacity is 4.6 cm/hr, and the time constant, k is 0.89 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.4 hr and t=8.8 hr;

(2) The total volume of infiltration between t=2.4 hr and t=8.8 hr.
        ",Hydrology
51.23 in,B,MCQ_2_10,"['51.79 in', '51.23 in', '26.75 in', '172.63 in']","A watershed consists of 94% open space/lawn in good condition, with 33% classified as soil group C and 67% as soil group A. The remaining 6% of the watershed is forest land with fair cover, also in soil group C. The curve numbers (CN) for these soil conditions are provided in the table below. Apply the SCS Method to calculate the excess precipitation given a total rainfall of 61.1 inches in this watershed. Clearly outline all assumptions. Assume normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |",Hydrology
"0-10min: 0 in,
10-20min: 0.019 in,
20-30min: 0.2598 in,
30-40min: 0.5739 in,
40-50min: 0.6697 in,
50-60min: 1.2666 in,
60-70min: 2.1039 in,
70-80min: 3.1887 in",D,MCQ_3_10,"['0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0.158 in,\n30-40min: 0.4144 in,\n40-50min: 0.8797 in,\n50-60min: 1.2149 in,\n60-70min: 1.6335 in,\n70-80min: 2.5003 in', '0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0 in,\n40-50min: 0 in,\n50-60min: 0 in,\n60-70min: 0 in,\n70-80min: 0 in', '0-10min: 0 in,\n10-20min: 0.0569 in,\n20-30min: 0.7795 in,\n30-40min: 1.7217 in,\n40-50min: 2.0091 in,\n50-60min: 3.7999 in,\n60-70min: 6.3118 in,\n70-80min: 9.5662 in', '0-10min: 0 in,\n10-20min: 0.019 in,\n20-30min: 0.2598 in,\n30-40min: 0.5739 in,\n40-50min: 0.6697 in,\n50-60min: 1.2666 in,\n60-70min: 2.1039 in,\n70-80min: 3.1887 in']","The watershed has a CN value of 69.0. The table below provides the rainfall intensity during the storm event. Determine the excess precipitation for each 10-minute interval.

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 0.1 |
| 10-20min | 7.1 |
| 20-30min | 5.5 |
| 30-40min | 4.2 |
| 40-50min | 1.1 |
| 50-60min | 6.0 |
| 60-70min | 7.2 |
| 70-80min | 8.4 |",Hydrology
0.88 W/m^2,D,MCQ_4_10,"['1.75 W/m^2', '0.0 W/m^2', '8.1 W/m^2', '0.88 W/m^2']","
Calculate the solar constant at the orbit of Mars based on what you have learned from the Sun - Earth Geometry, given the following values:

| Temperature of the Sun (T_s) | T_s = 2200 K |
| :--- | :---: |
| Radius of the Sun (R_s) | R_s = 185000 km |
| Distance of Sun's surface to Mars (D_v) | D_v = 227900000.0 km |
| The Stefan-Boltzmann constant (σ) | σ = 5.67e-8 W/m^2/K^4 |

Clearly state the laws or assumptions for the key steps, otherwise marks will be deducted. (Celsius $=$ Kelvin -273 )
        ",Hydrology
"discharge: 8.713 m^3/s,
velocity_inlet: 1109.4 m/s,
Reynolds_inlet: 372907.56 ,
Reynolds_outlet: 8672.27 ,
flow_type_inlet: turbulent ,
flow_type_outlet: turbulent ",D,MCQ_6_10,"['discharge: 0.0 m^3/s,\nvelocity_inlet: 0.0 m/s,\nReynolds_inlet: 0.0 ,\nReynolds_outlet: 0.0 ,\nflow_type_inlet: laminar ,\nflow_type_outlet: laminar ', 'discharge: 32.685 m^3/s,\nvelocity_inlet: 6.156 m/s,\nReynolds_inlet: 92414.28 ,\nReynolds_outlet: 70669.75 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ', 'discharge: 0.871 m^3/s,\nvelocity_inlet: 11094.0 m/s,\nReynolds_inlet: 372907.56 ,\nReynolds_outlet: 867.23 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: laminar ', 'discharge: 8.713 m^3/s,\nvelocity_inlet: 1109.4 m/s,\nReynolds_inlet: 372907.56 ,\nReynolds_outlet: 8672.27 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ']","
In a circular conduit with varying diameters, diameter D1=0.1 m, transitions to D2=4.3 m. 
The velocity at the outlet profile was measured: V2=0.6 m/s. 
Calculate the discharge and the mean velocity at the inlet profile V1. 
Also, determine the type of flow in both conduit profiles (whether the flow is laminar or turbulent). 
The kinematic viscosity of water is v=0.0002975 m²/s.
        ",Hydrology
300.0 m,B,MCQ_8_10,"['68.11 m', '300.0 m', '64.44 m', '675.0 m']","A train is running smoothly along a curved track at the rate of 48.0 m/s. 
A passenger standing on a set of scales observes that his weight is 27.0% 
greater than when the train is at rest. The track is banked so that the force acting on the passenger 
is normal to the floor of the train. What is the radius of curvature of the track?
",Atmospheric Dynamics
610.18 m/s,A,MCQ_9_10,"['610.18 m/s', '1.3 m/s', '1830.54 m/s', '355.16 m/s']","On a frictionless horizontal surface at 60.5° latitude, two balls, each with a diameter of 0.64 meters, are positioned 877.0 meters apart. If both balls are suddenly set in motion towards each other with the same velocity, what should their speed be to ensure they narrowly avoid a collision?",Atmospheric Dynamics
"Lateral Force (N): -5000.0 N,
Upward Reaction Force (Eastward) (N): 3624000.0 N,
Upward Reaction Force (Westward) (N): 3628000.0 N,
Difference in Upward Reaction Force (N): 3000.0 N",C,MCQ_10_10,"['Lateral Force (N): 0.0 N,\nUpward Reaction Force (Eastward) (N): 1000.0 N,\nUpward Reaction Force (Westward) (N): 1000.0 N,\nDifference in Upward Reaction Force (N): 0.0 N', 'Lateral Force (N): -15000.0 N,\nUpward Reaction Force (Eastward) (N): 10873000.0 N,\nUpward Reaction Force (Westward) (N): 10883000.0 N,\nDifference in Upward Reaction Force (N): 10000.0 N', 'Lateral Force (N): -5000.0 N,\nUpward Reaction Force (Eastward) (N): 3624000.0 N,\nUpward Reaction Force (Westward) (N): 3628000.0 N,\nDifference in Upward Reaction Force (N): 3000.0 N', 'Lateral Force (N): -2000.0 N,\nUpward Reaction Force (Eastward) (N): 4801000.0 N,\nUpward Reaction Force (Westward) (N): 4803000.0 N,\nDifference in Upward Reaction Force (N): 1000.0 N']","A train engine with a 370000.0 kg mass moves at a speed of 97 m/s on a straight, level track at a latitude of 71.1 degrees N. Determine the lateral force acting on the rails. Contrast the magnitudes of the upward reaction forces exerted by the rails when the locomotive is moving eastward versus westward.",Atmospheric Dynamics
"initial_angular_velocity: 0.2 s,
final_angular_velocity: 0.256 s^-1,
work_done: -3.81 J",D,MCQ_11_10,"['initial_angular_velocity: 1.8 s,\nfinal_angular_velocity: 0.267 s^-1,\nwork_done: -316.41 J', 'initial_angular_velocity: 0.4 s,\nfinal_angular_velocity: 0.513 s^-1,\nwork_done: -7.62 J', 'initial_angular_velocity: 0.2 s,\nfinal_angular_velocity: 0.003 s^-1,\nwork_done: -0.31 J', 'initial_angular_velocity: 0.2 s,\nfinal_angular_velocity: 0.256 s^-1,\nwork_done: -3.81 J']","A block with a mass of 0.8 kg is hung from one end of a weightless string. The other end passes through a small hole in a horizontal platform where a ball with a mass of 26.2 kg is attached. Determine the angular velocity required for the ball to rotate on the platform to counterbalance the block's weight, given that the ball's horizontal distance from the hole is 6.0 m. As the ball rotates, the block is lowered by -0.93 m. What will be the ball's new angular velocity? How much work is performed in lowering the block?",Atmospheric Dynamics
9.22 km,C,MCQ_12_10,"['21.38 km', '18.45 km', '9.22 km', '3.89 km']",Demonstrate that an atmosphere with uniform density (density does not vary with height) possesses a finite height that is solely determined by the temperature at the lower boundary. Calculate the height of such a homogeneous atmosphere given a surface temperature of 315 K and a surface pressure of 730 hPa. (Utilize the ideal gas law and the principle of hydrostatic balance.),Atmospheric Physics
-1625.8 Pa/h,D,MCQ_13_10,"['31.2 Pa/h', '23046.1 Pa/h', '253.7 Pa/h', '-1625.8 Pa/h']",A ship is heading north at a speed of 49.1 km/h. The surface pressure rises to the northwest at a rate of 62.0 Pa/km. Determine the pressure tendency observed at a nearby island station if the pressure on the ship decreases at a rate of -526.8 Pa/h.,Atmospheric Dynamics
-0.951 °C/h,B,MCQ_14_10,"['-1.775 °C/h', '-0.951 °C/h', '0.124 °C/h', '-1.903 °C/h']","At a location 92000.0 km north of a station, the temperature is 2.5 °C less than at the station. Given that the wind direction is from the southeast at a speed of 31.1 m/s and the air is warming due to radiation at a rate of 1.2 °C/h, what is the change in temperature at the station?",Atmospheric Dynamics
-0.68 m/km,B,MCQ_15_10,"['758202.82 m/km', '-0.68 m/km', '-1.54 m/km', '-1.02 m/km']","An airplane traveling on a heading of 79° (meaning 79° east of north) with an airspeed of 250 m/s is moving relative to the ground directly east (90°) at 275 m/s. Given that the plane maintains constant pressure, what is the rate at which its altitude changes (in meters per kilometer of horizontal travel) under the assumption of a steady pressure field, geostrophic winds, and f=0.00014 s^-1?",Atmospheric Dynamics
295.0 hPa,B,MCQ_16_10,"['178.0 hPa', '295.0 hPa', '298.3 hPa', '264.0 hPa']","A tornado spins with a constant angular velocity \omega. Demonstrate that the surface pressure at the tornado's center can be expressed as $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ represents the surface pressure at a distance $r_{0}$ from the center, and T denotes the temperature (considered constant). Given that the temperature is 260 K, and the pressure and wind speed at 920 m from the center are 300 hPa and 50 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, determine the central pressure.",Atmospheric Dynamics
"mean_relative_vorticity: -1e-05 s^-1,
circulation: -441000.0 m^2/s",D,MCQ_17_10,"['mean_relative_vorticity: -0.0009523809523809524 s^-1,\ncirculation: -3810.0 m^2/s', 'mean_relative_vorticity: -1.5e-05 s^-1,\ncirculation: -9600000.0 m^2/s', 'mean_relative_vorticity: -0.0001 s^-1,\ncirculation: -44100.0 m^2/s', 'mean_relative_vorticity: -1e-05 s^-1,\ncirculation: -441000.0 m^2/s']","Determine the circulation around a square with sides measuring 210 km for a wind flowing eastward (westward direction) that diminishes in strength moving northward at a rate of 2 m/s per 200 km. Additionally, calculate the average relative vorticity within the square.",Atmospheric Dynamics
-36.4 m/s,B,MCQ_18_10,"['-23.1 m/s', '-36.4 m/s', '-18.2 m/s', '-1.6 m/s']","Consider a cylindrical column of air located at 64°N with an initial radius of 370 km, which expands to 2 times its original radius. Assuming the air starts from rest, determine the average tangential velocity at the boundary following the expansion.",Atmospheric Dynamics
-0.000187 s^-1,D,MCQ_19_10,"['-0.000118 s^-1', '-0.000182 s^-1', '-78.999967 s^-1', '-0.000187 s^-1']","An air parcel originating at -79°N travels north, maintaining absolute vorticity. Given its starting relative vorticity as -7.7e-05 s^-1, what will be its relative vorticity when it arrives at -13°N?",Atmospheric Dynamics
"absolute_vorticity: 6.283e-05 s^-1,
relative_vorticity: -4.383e-05 s^-1",B,MCQ_20_10,"['absolute_vorticity: 1.658e-05 s^-1,\nrelative_vorticity: -9.008e-05 s^-1', 'absolute_vorticity: 6.283e-05 s^-1,\nrelative_vorticity: -4.383e-05 s^-1', 'absolute_vorticity: 2.331e-05 s^-1,\nrelative_vorticity: -5.825e-05 s^-1', 'absolute_vorticity: 15.36538462 s^-1,\nrelative_vorticity: 15.3653836 s^-1']","An air column located at 26°N with an initial relative vorticity of ζ=2e-06 extends from the surface up to a fixed tropopause at a height of 8.5 km. If this air column travels to a position above a mountain barrier that is 0.4 km high at 47°N, what will its absolute vorticity and relative vorticity be as it crosses over the mountaintop, given that the flow adheres to the barotropic potential vorticity equation?",Atmospheric Dynamics
"vorticity_annulus: 0.0 s^-1,
vorticity_inner_circle: 0.000975 s^-1",D,MCQ_21_10,"['vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.009752 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.0 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.00075 s^-1', 'vorticity_annulus: 0.0 s^-1,\nvorticity_inner_circle: 0.000975 s^-1']","Determine the mean vorticity inside a cylindrical annulus with an inner radius of 110 km and an outer radius of 300 km, given that the tangential velocity is described by $V=A / r$, where $A=5900000.0 \mathrm{~m}^{2} \mathrm{~s}^{-1}$ and $r$ is measured in meters. What is the mean vorticity within the inner circle having a radius of 110 km?",Atmospheric Dynamics
-0.7 m^2/s^2,D,MCQ_22_10,"['-8.7 m^2/s^2', '-52.3 m^2/s^2', '-0.0 m^2/s^2', '-0.7 m^2/s^2']","Determine the rate at which circulation changes around a square located in the (x, y) plane, with vertices at (0,0), (0, L), (L, L), and (L, 0), given that the temperature rises eastward at a rate of 1.0 °C per 500 km and the pressure rises northward at a rate of 2.5 hPa per 200 km. Assume L=500 km and that the pressure at (0,0) is 1000 hPa.",Atmospheric Dynamics
321.0 K,A,MCQ_23_10,"['321.0 K', '642.0 K', '963.0 K', '291.0 K']","Determine the equivalent potential temperature, {θ_e}, for an air parcel that is saturated, with a pressure of 930.0 hPa, a temperature of 292.8 K, and a mixing ratio of 0.0084 kg/kg.",Atmospheric Dynamics
4.6 mm/day,C,MCQ_24_10,"['1.1 mm/day', '5.5 mm/day', '4.6 mm/day', '9.2 mm/day']","Assume the relative vorticity at the top of an Ekman layer at 30°N is 2e-05 s^-1. Given that the eddy viscosity coefficient is 7 m^2/s and the water vapor mixing ratio at the top of the Ekman layer is 11.0 g/kg, calculate the precipitation rate resulting from moisture convergence within the Ekman layer.",Atmospheric Dynamics
220.5 K,B,MCQ_25_10,"['106.1 K', '220.5 K', '241.1 K', '441.0 K']","Currently, the Earth's emission temperature is 205.8 K, with an albedo of 29.3%. 
What change in the emission temperature would occur if the albedo decreased to 6.8% while keeping all other factors constant?

The emission temperature is given by:

T_e = [(1 - alpha_p) * S / (4 * sigma)]^(1/4)

where alpha_p represents the planetary albedo, $S$ is the solar flux, and $\sigma$ is the Stefan-Boltzmann constant.",Geophysics
298.7 K,A,MCQ_26_10,"['298.7 K', '896.0 K', '1194.6 K', '597.3 K']","Assume that Gliese 667Cc is actually flat. Imagine it as a thin circular disk with a radius of 7150 km, orbiting the Sun at the same distance as Earth. The planetary albedo is 0.34. The vector normal to one face of this disk consistently points directly at the Sun, and the disk is composed of a perfectly conducting material, ensuring that both faces maintain the same temperature. Determine the emission temperature of this disk and compare it with the result previously determined for a spherical Earth.",Geophysics
"(a): 662.7 K,
(b): -7.80117426e+18 W,
(c): -8.6817 m/yr",C,MCQ_27_10,"['(a): 1325.4 K,\n(b): -1.560234852e+19 W,\n(c): -17.3634 m/yr', '(a): 115.9 K,\n(b): -349750000000000.0 W,\n(c): -3.4369 m/yr', '(a): 662.7 K,\n(b): -7.80117426e+18 W,\n(c): -8.6817 m/yr', '(a): 512.6 K,\n(b): -4.83897666e+18 W,\n(c): -5.3852 m/yr']","3. Examine the thermal equilibrium of Gliese 581g. The following details about Gliese 581g are necessary: mean planetary radius = 7600 km; mean orbital radius around the Sun = 0.15 A.U. (where 1 A.U. represents the mean radius of Earth's orbit); planetary albedo = 0.28.

(a) Calculate the emission temperature for Gliese 581g by assuming a balance between incoming and outgoing radiation.

(b) Gliese 581g actually has an internal heat source due to ongoing planetary contraction. Given the standard definition of emission temperature T_e, where σ T_e^4 equals the outgoing flux of planetary radiation per unit surface area, the observed emission temperature of Gliese 581g is 240 K. Determine the size of Gliese 581g's internal heat source.

(c) It is postulated that the source of Q on Gliese 581g is the release of gravitational potential energy due to a gradual contraction of the planet. Assuming Gliese 581g has a uniform density and maintains this as it contracts, calculate the yearly change in its radius a_Gliese 581g necessary to generate your computed value of Q. (Only half of the released gravitational energy can be converted to heat, with the rest contributing to the additional kinetic energy needed to maintain the planet's angular momentum.)",Geophysics
210.3 K,B,MCQ_28_10,"['841.3 K', '210.3 K', '631.0 K', '420.6 K']","Calculate the emission temperature for the planet Mars. Assume that: the average orbital radius of Mars is 1.52 times that of Earth's orbit. Considering the solar flux diminishes with the square of the distance from the sun and that the planetary albedo of Mars is 0.25, find the emission temperature of Mars.",Geophysics
"mass_of_column: 61162.0 kg,
total_mass_of_atmosphere: 5.197801873412748e+18 kg",B,MCQ_29_10,"['mass_of_column: 122324.0 kg,\ntotal_mass_of_atmosphere: 1.0395603746825497e+19 kg', 'mass_of_column: 61162.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg', 'mass_of_column: 122324.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg', 'mass_of_column: 55046.0 kg,\ntotal_mass_of_atmosphere: 5.197801873412748e+18 kg']","Utilize the hydrostatic equation to demonstrate that the mass of an air column with a unit cross-section, stretching from the ground to a significant altitude, is $rac{p_{s}}{g}$, where ${p_{s}}$ represents the surface pressure. Input the necessary numbers to calculate the mass for a column of air covering an area of 6.0 m^2. Use your result to approximate the total mass of the atmosphere.",Atmospheric Physics
906000000.0 Pa,D,MCQ_30_10,"['9060000.0 Pa', '1812000000.0 Pa', '50092900000.0 Pa', '906000000.0 Pa']","Employing the hydrostatic equation, develop a formula for the pressure at the core of a planet in terms of its surface gravity, radius 1200000.0, and constant density 3020. Substitute values relevant to Earth and compute the central pressure. 
[Hint: the gravitational acceleration at radius 1200000.0 is given by g(r) = G * m(r) / r^2, where m(r) represents the mass within radius r, and G = 6.67 * 10^-11 kg^-1 m^3 s^-2 is the gravitational constant. Assume the rock density is 3020 kg m^-3.]",Atmospheric Physics
"(a): altitude: 5.18 km,
pressure: 50000.0 Pa,
density: 0.683 kg/m^3,
(b): altitude: 14.68 km,
pressure: 14000.0 Pa,
density: 0.191 kg/m^3",D,MCQ_31_10,"['(a): altitude: 5.87 km,\npressure: 50000.0 Pa,\ndensity: 0.603 kg/m^3,\n(b): altitude: 2.55 km,\npressure: 74000.0 Pa,\ndensity: 0.892 kg/m^3', '(a): altitude: 10.35 km,\npressure: 100000.0 Pa,\ndensity: 1.366 kg/m^3,\n(b): altitude: 29.37 km,\npressure: 28000.0 Pa,\ndensity: 0.383 kg/m^3', '(a): altitude: 0.52 km,\npressure: 50000.0 Pa,\ndensity: 6.832 kg/m^3,\n(b): altitude: 1.47 km,\npressure: 14000.0 Pa,\ndensity: 1.913 kg/m^3', '(a): altitude: 5.18 km,\npressure: 50000.0 Pa,\ndensity: 0.683 kg/m^3,\n(b): altitude: 14.68 km,\npressure: 14000.0 Pa,\ndensity: 0.191 kg/m^3']","Examine a horizontally uniform atmosphere that is in hydrostatic equilibrium. The atmosphere is isothermal with a temperature of 255 K and a surface pressure of 100000 Pa.

(a) Determine the altitude, pressure, density, and potential temperature at the level that divides the atmosphere into two equal mass parts, meaning half of the atmospheric mass is above this level.

(b) Perform the same calculation as in part (a) for the level where 86% of the atmospheric mass is below.",Atmospheric Physics
"5: 298.0 K,
13: 411.0 K,
15: 445.0 K,
13-5: 336.0 K",C,MCQ_32_10,"['9: 392.0 K,\n18: 531.0 K,\n25: 673.0 K,\n18-9: 392.0 K', '5: 298.0 K,\n13: 411.0 K,\n7.5: 329.0 K,\n13-5: 336.0 K', '5: 298.0 K,\n13: 411.0 K,\n15: 445.0 K,\n13-5: 336.0 K', '5: 596.0 K,\n13: 821.0 K,\n15: 890.0 K,\n13-5: 672.0 K']","Consider an isothermal atmosphere with a temperature of 244 K. Calculate the potential temperature at elevations of 5 km, 13 km, and 15 km above the ground. If an air parcel is relocated adiabatically from 13 km to 5 km, what temperature would it have upon reaching its destination?",Atmospheric Physics
