answer,correct_option,id,options,problem,type
"(a): dQ/dt = R_n - G - H - E_l ,
(b): E_l = R_n / (1 + B) ,
(c): 5.74 mm/day,
(d): 160.65 mm",B,MCQ_96_8,"['(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 0.74 mm/day,\n(d): 20.73 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 5.74 mm/day,\n(d): 160.65 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 11.48 mm/day,\n(d): 321.31 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 6.46 mm/day,\n(d): 187.38 mm']","A small catchment with an 300 ha area in Iowa absorbs an average R_n = 341 W m^-2 in June. Use the energy balance method to estimate the catchment's evapotranspiration for June.

(a) Formulate a comprehensive energy balance equation, including all terms, for the catchment in June.

(b) By ignoring ground conduction (G) and assuming no change in stored energy (dQ/dt = 0), simplify the energy balance equation for the catchment to solve for the latent heat flux, E_l. Substitute H (the sensible heat flux) with B × E_l, where B is the Bowen ratio.

(c) Given a mean Bowen ratio of 0.93 for the catchment, determine the mean daily latent heat flux to the atmosphere (W m^-2) and the mean evapotranspiration rate (mm day^-1) from the catchment. Assume a water density, ρ_w = 1060 kg m^-3.

(d) Compute the total evapotranspiration from the catchment over the month of June (28 days).",Hydrology
5.6 °C,D,MCQ_97_8,"['5.2 °C', '0.03 °C', '0.5 °C', '5.6 °C']","A thermometer floating with the river's flow at 2.0 km/hr measures the surface temperature. The overall warming rate of the river water is 0.3 °C/hr, while the temperature rises by 0.2 °C per kilometer downstream. What is the temperature change (°C) recorded by the thermometer over 8 hours?",Hydrology
1.276 m/s,C,MCQ_98_8,"['0.075 m/s', '0.902 m/s', '1.276 m/s', '2.552 m/s']","The pressure decrease across a properly designed constriction can be utilized to determine the flow velocity in a pipe. Given that the pressure drop from a 0.35-m diameter section to a 0.16-m diameter section is 17830 Pa, what is the flow velocity (m/s) in the 0.35-m diameter section of the pipe? Hint: Apply the conservation of mass equation to connect the velocity at the smaller section with that at the larger section.",Hydrology
"discharge: 6.54 m^3/s,
is_laminar: True ",B,MCQ_99_8,"['discharge: 104.642 m^3/s,\nis_laminar: True ', 'discharge: 6.54 m^3/s,\nis_laminar: True ', 'discharge: 2933025207583.208 m^3/s,\nis_laminar: False ', 'discharge: 20.917 m^3/s,\nis_laminar: True ']","Molten lava, characterized by a density of 2240 kg/m^3 and a viscosity of 2320 Pa·s, travels through a conduit with a circular cross-sectional shape. The conduit has a diameter of 2.86 m, and the lava flow is motivated by a pressure gradient of -9240 Pa/m. Given the assumption that the flow is laminar, determine the lava discharge in m^3/s. Is the laminar flow assumption appropriate?",Hydrology
"depth: 0.25 m,
mean_velocity: 3.79 m/s,
RH_close_to_h: True ",C,MCQ_100_8,"['depth: 0.3 m,\nmean_velocity: 6.15 m/s,\nRH_close_to_h: True ', 'depth: 0.0 m,\nmean_velocity: 1.83 m/s,\nRH_close_to_h: True ', 'depth: 0.25 m,\nmean_velocity: 3.79 m/s,\nRH_close_to_h: True ', 'depth: 0.34 m,\nmean_velocity: 1.26 m/s,\nRH_close_to_h: True ']","Utilize Equation 1 to calculate the depth and average velocity of a flow in a channel characterized by a slope S=0.0093, width w=14.5 m, discharge Q=13.5 m³/s, and Manning's n=0.01. Is it reasonable to assume that RH ≈ h for this flow? 
$$
egin{equation*}
q_{w}=U h=rac{k}{n} h^{5 / 3} S^{1 / 2} . 	ag{Equation 1}
\end{equation*}
$$",Hydrology
"(a): diameter: 2.7 m,
feasible: False ,
(b): (i): 4.0 m,
(ii): 32.3 m,
(iii): 9 ",D,MCQ_101_8,"['(a): diameter: 2.7 m,\nfeasible: False ,\n(b): (i): 0.4 m,\n(ii): 322.98 m,\n(iii): 898 ', '(a): diameter: 0.07 m,\nfeasible: True ,\n(b): (i): 1.4 m,\n(ii): 0.0 m,\n(iii): 1 ', '(a): diameter: 1.64 m,\nfeasible: False ,\n(b): (i): 1.0 m,\n(ii): 0.94 m,\n(iii): 2 ', '(a): diameter: 2.7 m,\nfeasible: False ,\n(b): (i): 4.0 m,\n(ii): 32.3 m,\n(iii): 9 ']","You are tasked with designing a basic filtration system for a community's water supply using cylindrical sand columns (K=1.4 m/day). The filter must be 4.0 m in length to effectively capture particulates in the water. Since the system will operate via gravity, the pressure heads at the top and bottom of the vertically-oriented filter will be 7.1 m and 3.5 m, respectively.  
(a). What diameter is necessary for the filter to process 1900 gallons of water per day? Is this dimension feasible (anything exceeding about 0.9 m is not feasible)?  
(b). Evaluate each of the following alternatives and consider adjustments to your design:  
i. Extend the sand filter (to what length?)  
ii. Increase the hydraulic head at the inflow (by how much?)  
iii. Implement multiple filters (how many? what dimensions?)",Hydrology
3.3 days,D,MCQ_102_8,"['101.61 days', '0.33 days', '-0.33 days', '3.3 days']","In regions where irrigation is applied to boost agricultural output, maintaining soil water content above the permanent wilting point (e.g., θ ≥ 2 θw) during the growing season is essential. The root zone soil moisture should not surpass field capacity θfc during irrigation, as exceeding θfc results in drainage losses of water and fertilizer. Under this strategy, soil moisture stays below field capacity, with evapotranspiration being the sole loss from the root zone. Assuming the absence of rainfall, the temporal changes in average soil moisture θ in the root zone are described by the soil water balance equation:

Z * dθ/dt = -et,

where Z represents the depth of the root zone. This implies that variations in stored water within the control volume (i.e., the root zone) arise from the disparity between water inputs and outputs. In this scenario, there are no inputs from rainfall, and the only outflow is due to et. The irrigation period (i.e., the interval between successive irrigation applications) is determined by integrating the soil water balance equation from time t=0, when θ=θfc (immediately after irrigation), to time ti, when θ=θ0 (indicating it's time to irrigate again). This assumes the evapotranspiration rate decreases linearly from the potential rate PET at θ = θfc to zero at θ = θw (i.e., et = PET*(θ - θw)/(θfc - θw)):

Determine the irrigation period ti given:
Z=0.74 m, PET=5.0 mm/day, θfc=0.18, θw=0.08, and θ0=0.16.",Hydrology
"new_water_fraction: 0.1 ,
old_water_fraction: 0.9 ",B,MCQ_103_8,"['new_water_fraction: 0.4 ,\nold_water_fraction: 3.6 ', 'new_water_fraction: 0.1 ,\nold_water_fraction: 0.9 ', 'new_water_fraction: 0.567 ,\nold_water_fraction: 0.433 ', 'new_water_fraction: -9.0 ,\nold_water_fraction: 10.0 ']","A hydrologist analyzing runoff production within a catchment records these chloride concentrations at the height of a rainstorm: $C_n=3.8$ μmol/L, $C_o=53.7$ μmol/L, and $C_t=48.71$ μmol/L. Determine the proportions of total streamflow that are provided by new water and old water.",Hydrology
"TI1: 8.87 ,
TI2: 5.52 ,
likely_segment: 1 ",C,MCQ_104_8,"['TI1: 35.5 ,\nTI2: 22.09 ,\nlikely_segment: 4 ', 'TI1: 7.04 ,\nTI2: 3.69 ,\nlikely_segment: 1 ', 'TI1: 8.87 ,\nTI2: 5.52 ,\nlikely_segment: 1 ', 'TI1: -11.96 ,\nTI2: -1.05 ,\nlikely_segment: 2 ']","Consider two ""streamtube"" segments within a catchment area—essentially parts of a flow net defined by topography—with the following characteristics:

|  | Segment 1 | Segment 2 |
| :--- | :--- | :--- |
| Upslope area, A (m²) | 500.0 | 500.0 |
| Length of contour at the segment's base, c (m) | 3.5 | 25.0 |
| Slope at the segment's base, tanβ | 0.02 | 0.08 |

Determine the topographic index for each segment and specify which segment is more prone to generating saturation-excess overland flow.",Hydrology
157.579 m^3/s,B,MCQ_81_9,"['0.0 m^3/s', '157.579 m^3/s', '52.526 m^3/s', '34.047 m^3/s']","Consider a rectangular open channel with a width of 9.9 meters that transports water at a depth of 4.8 meters. Given that the channel slope is 0.0062 and Manning's roughness coefficient is 0.043, determine the flow rate Q in cubic meters per second. Employ the SI units and use the hydraulic radius R=2.436923076923077 m.",Hydrology
"(a): Upstream: 4.41 m,
over the hump: 4.406 m,
(b): Upstream: 4.41 m,
over the hump: 4.408 m",C,MCQ_82_9,"['(a): Upstream: 13.23 m,\nover the hump: 13.226 m,\n(b): Upstream: 13.23 m,\nover the hump: 13.228 m', '(a): Upstream: 13.315 m,\nover the hump: 13.277 m,\n(b): Upstream: 4.41 m,\nover the hump: 4.41 m', '(a): Upstream: 4.41 m,\nover the hump: 4.406 m,\n(b): Upstream: 4.41 m,\nover the hump: 4.408 m', '(a): Upstream: 2.055 m,\nover the hump: 1.673 m,\n(b): Upstream: 1.68 m,\nover the hump: 1.447 m']",A rectangular channel with a width of 7.5 m conveys a flow rate of 13.2 m³/s at a depth of 4.41 m. There is a plan to build a hump at a certain section. Calculate the water surface levels both upstream from the hump and directly over the hump if the hump's height is a) 0.8 m and b) 0.5 m (assuming no energy loss at the hump).,Hydrology
0.000191 ,D,MCQ_83_9,"['4.5e-05 ', '0.050084 ', '0.000381 ', '0.000191 ']",Calculate the proportion of centrifugal acceleration to gravitational acceleration at a latitude of 87.6° on Mars.,Geophysics
"y2: 2.4017 m,
delta_z_critical: 1.459 m",C,MCQ_84_9,"['y2: 2.5229 m,\ndelta_z_critical: 1.9357 m', 'y2: -0.4756 m,\ndelta_z_critical: 0.0493 m', 'y2: 2.4017 m,\ndelta_z_critical: 1.459 m', 'y2: 2.1502 m,\ndelta_z_critical: 1.0906 m']","Water flowing in a broad channel encounters a hump 0.38 m tall, with an initial velocity of 1.0 m/sec and a depth of 2.8 m. Calculate 
a) The water depth y2 above the hump and 
b) The height of the hump that would make the crest flow critical.",Hydrology
0.365 m,D,MCQ_85_9,"['0.037 m', '0.731 m', '4.057 m', '0.365 m']","A smooth laminar boundary layer begins to form at the sharp leading edge of a propeller blade that is moving at 3.7 m/s relative to the propane. Considering that the critical Reynolds number for flat plate turbulence is 169000 based on the distance, x, from the leading edge, where should we expect the transition to turbulence to occur?",Physical Oceanography
"volume_transport_Sv: 5.6 Sv,
heat_transport_PW: 0.0802 PW",C,MCQ_86_9,"['volume_transport_Sv: 20.16 Sv,\nheat_transport_PW: 0.8251 PW', 'volume_transport_Sv: 0.7 Sv,\nheat_transport_PW: 0.005 PW', 'volume_transport_Sv: 5.6 Sv,\nheat_transport_PW: 0.0802 PW', 'volume_transport_Sv: 11.2 Sv,\nheat_transport_PW: 0.1604 PW']","Warm western boundary currents like the East Greenland Current are crucial to the climate system due to their role in meridional heat transport. The East Greenland Current measures approximately 80 km in width, extends to a depth of 100 m, and has an average speed of 0.7 m/s.

a. Estimate the volume transport of the East Greenland Current (in Sv).

b. Estimate the temperature difference (ΔT = 3.5 °C) and the meridional heat transport linked with the East Greenland Current.",Physical Oceanography
"direction: north ,
Rossby_deformation_radius: 1988168.02 m,
time_to_propagate: 41293.35 s",A,MCQ_87_9,"['direction: north ,\nRossby_deformation_radius: 1988168.02 m,\ntime_to_propagate: 41293.35 s', 'direction: north ,\nRossby_deformation_radius: 3976336.03 m,\ntime_to_propagate: 82586.7 s', 'direction: north ,\nRossby_deformation_radius: 1418277.74 m,\ntime_to_propagate: 41293.35 s', 'direction: north ,\nRossby_deformation_radius: 20596813.86 m,\ntime_to_propagate: 39180.45 s']","In midlatitude regions, Kelvin waves travel along coastlines.

a. Which direction (north or south) do these waves travel if they move along the East African coast?

b. Compute the Rossby deformation radius for such a wave at 45.5°.

c. Find the time τ required for a Kelvin wave to travel a distance of 8540 km.

Assume a Kelvin wave is moving through a water layer with a thickness of H₀=4360 m.",Physical Oceanography
0.0086 ,C,MCQ_88_9,"['0.0173 ', '0.0042 ', '0.0086 ', '0.0259 ']","Determine the Ekman number for the Gulf Stream, using typical values, U=1.0 m s^-1, L=415.0 km, and an approximate eddy viscosity A=137000.0 m^2 s^-1.",Physical Oceanography
312.285 s,B,MCQ_89_9,"['560.002 s', '312.285 s', '177.75 s', '624.57 s']","A submarine that is neutrally buoyant and stationary is submerged at a depth of 186.0 m at a latitude of 54.9°. Upon hearing an unusual noise to the east, the SONAR operator alerts the captain, who chooses to investigate. With an easterly speed of 45.5 m/s, how much time will pass before the submarine reaches the surface if no adjustments are made to the controls?",Physical Oceanography
0.0336 ,D,MCQ_90_9,"['0.1831 ', '107.4284 ', '0.1062 ', '0.0336 ']","A vessel is navigating an area where deep water waves have a wavelength of 521.0 meters. Considering the vessel's speed is 2.4 m s⁻¹, determine the ship's speed using the Froude number.",Physical Oceanography
"(a): 23774200000.0 m^3,
(b): 6281143640000.0 gal",A,MCQ_91_9,"['(a): 23774200000.0 m^3,\n(b): 6281143640000.0 gal', '(a): 71322600000.0 m^3,\n(b): 18843430920000.0 gal', '(a): 47548400000.0 m^3,\n(b): 12562287280000.0 gal', '(a): 3511200000.0 m^3,\n(b): 927659040000.0 gal']","Annually, a precipitation depth of 2.9 meter is recorded over a catchment area measuring 8198 (or $10^{3}$) $\mathrm{km}^{2}$.
(a) Calculate the total volume of water received in an average year in cubic meters.
(b) Convert this volume into gallons.",Hydrology
78740.0 yrs,D,MCQ_92_9,"['2187.0 yrs', '787402.0 yrs', '41442.0 yrs', '78740.0 yrs']","The polar ice caps, which cover an area of 1000000.0 km^2, are thought to hold a total equivalent volume of 6000000.0 km^3 of liquid water. With the average yearly precipitation over these ice caps estimated at 3.0 inches, calculate the residence time of water in the polar ice caps, assuming the volume does not change over time.",Hydrology
"(a): 9500000.0 m^3,
(b): 950.0 mm,
(c): 0.2083 ",C,MCQ_93_9,"['(a): 19000000.0 m^3,\n(b): 950.0 mm,\n(c): 0.2083 ', '(a): 24999998800.0 m^3,\n(b): 10.0 mm,\n(c): 0.0 ', '(a): 9500000.0 m^3,\n(b): 950.0 mm,\n(c): 0.2083 ', '(a): 38000000.0 m^3,\n(b): 3800.0 mm,\n(c): 0.8333 ']","In a typical year, a small agricultural catchment with an 10.0 km² area receives 1200.0 mm of rainfall. The catchment is drained by a stream with continuous discharge records. The total annual surface-water runoff, as derived from the stream discharge data, amounts to 2500000.0 m³.
(a) Compute the annual volume of water lost to evapotranspiration in cubic meters, assuming there is no change in water storage in the catchment.
(b) Find the depth of water lost to evapotranspiration over the year in millimeters, assuming once more no change in water storage within the catchment.
(c) Calculate the runoff ratio (runoff over precipitation) for the catchment.",Hydrology
"(a): 1.062 mm/hr,
1.377 mm/hr,
(b): 2.47 mm/hr,
2.2 mm/hr,
(c): 1.54 mm/hr,
1.93 mm/hr,
(d): 27750846.0 m^3",C,MCQ_94_9,"['(a): 1.216 mm/hr,\n0.119 mm/hr,\n(b): 6.96 mm/hr,\n9.57 mm/hr,\n(c): 2.62 mm/hr,\n2.26 mm/hr,\n(d): 485900.0 m^3', '(a): 2.124 mm/hr,\n2.755 mm/hr,\n(b): 4.95 mm/hr,\n4.39 mm/hr,\n(c): 3.08 mm/hr,\n3.85 mm/hr,\n(d): 111003384.0 m^3', '(a): 1.062 mm/hr,\n1.377 mm/hr,\n(b): 2.47 mm/hr,\n2.2 mm/hr,\n(c): 1.54 mm/hr,\n1.93 mm/hr,\n(d): 27750846.0 m^3', '(a): 1.489 mm/hr,\n1.291 mm/hr,\n(b): 2.42 mm/hr,\n2.22 mm/hr,\n(c): 1.7 mm/hr,\n2.06 mm/hr,\n(d): 22039395.0 m^3']","Two tipping bucket rain gauges are utilized to record the following rainfall data:

| Time | Cumulative precipitation (mm) at Station#1 | Cumulative precipitation (mm) at Station#2 |
| :--- | :--- | :--- |
| 4:00 a.m. | 1.5 | 0.0 |
| 6:00 a.m. | 1.74440220852662 | 2.8604201303377663 |
| 8:00 a.m. | 2.4734871532544163 | 7.069735386666077 |
| 10:00 a.m. | 7.371565931196368 | 8.286103845597015 |
| 12:00 noon | 8.745311500470097 | 10.537397476641793 |
| 2:00 p.m. | 11.70757026869575 | 14.9299003382289 |
| 4:00 p.m. | 12.266309338692874 | 17.309185846888724 |
| 6:00 p.m. | 17.213740288337775 | 21.28346411677 |
| 8:00 p.m. | 17.819372304711738 | 25.611498749758454 |
| 10:00 p.m. | 17.823792671722035 | 28.86979950668974 |
| 12:00 midnight | 20.72073278247133 | 29.188265160045248 |
| 2:00 a.m. | 23.612852214226155 | 31.408195298873274 |
| 4:00 a.m. | 25.492580095988934 | 33.05721437406026 |

(a) Determine the average daily rainfall intensity for each station (mm/hr).
(b) Determine the peak 2-hour rainfall intensity for each station (mm/hr).
(c) Determine the peak 6-hour rainfall intensity for each station (mm/hr).
(d) Using the arithmetic mean method and given that the drainage basin covers an area of 366 mi², compute the total rainfall volume (m³) that reached the basin during the event.",Hydrology
"(a): cross_sectional_area_m2: 1.12 m^2,
total_storage_volume_m3: 0.47 m^3,
(b): 47.34 mm,
(c): 53.12 kg,
(d): 0.09 mm/hr,
(e): 0.26 mm/hr,
(f): 8.41 days",D,MCQ_95_9,"['(a): cross_sectional_area_m2: 0.89 m^2,\ntotal_storage_volume_m3: 0.12 m^3,\n(b): 76.22 mm,\n(c): 67.99 kg,\n(d): 0.07 mm/hr,\n(e): 1.8 mm/hr,\n(f): 1.92 days', '(a): cross_sectional_area_m2: 1.12 m^2,\ntotal_storage_volume_m3: 0.47 m^3,\n(b): 118.35 mm,\n(c): 132.81 kg,\n(d): 1.01 mm/hr,\n(e): -0.0 mm/hr,\n(f): -4903.4 days', '(a): cross_sectional_area_m2: 0.43 m^2,\ntotal_storage_volume_m3: 0.18 m^3,\n(b): 117.69 mm,\n(c): 0.42 kg,\n(d): -0.3 mm/hr,\n(e): 0.0 mm/hr,\n(f): 5663.34 days', '(a): cross_sectional_area_m2: 1.12 m^2,\ntotal_storage_volume_m3: 0.47 m^3,\n(b): 47.34 mm,\n(c): 53.12 kg,\n(d): 0.09 mm/hr,\n(e): 0.26 mm/hr,\n(f): 8.41 days']","Estimating potential evapotranspiration through the measurement of water volume changes in an evaporation pan is a common method. United States Class A evaporation pans are cylindrical and have the following dimensions: depth = 16.5 inches and diameter = 47.0 inches. An evaporation pan acts as a hydrological system with inflow, outflow, and storage volume components.

(a) Determine the cross-sectional area (m^2) of a United States Class A evaporation pan that allows water inflows and outflows. Also, compute the total storage volume of the pan (m^3).

(b) Initially, the pan holds 14.0 U.S. gallons of water. Find the depth of the water in the pan (mm).

(c) Given a water density of 1002.5 kg/m^3, calculate the mass (kg) of water contained in the pan.

(d) After 29 hours in an open area (without precipitation), the pan is inspected, revealing a remaining water volume of 13.25 gallons. Calculate the average evaporation rate (mm/hr) from the pan.

(e) The pan is emptied and refilled with 14.0 gallons of water, then left in an open area for another 29 hours. During this time, rain occurred for 1.5 hours at a steady rate of 8.4 mm/hr; after 29 hours, the water volume in the pan was 15.5 gallons. Determine the average evaporation rate (mm/hr) from the pan during this interval.

(f) Assuming the evaporation rate derived in E remains constant and no further precipitation takes place, estimate the duration (days) required for the pan to become empty due to evaporation.",Hydrology
"(a): dQ/dt = R_n - G - H - E_l ,
(b): E_l = R_n / (1 + B) ,
(c): 4.83 mm/day,
(d): 149.58 mm",B,MCQ_96_9,"['(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 1620253164.56 mm/day,\n(d): 50227848101.27 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 4.83 mm/day,\n(d): 149.58 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 4.57 mm/day,\n(d): 127.94 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 4.83 mm/day,\n(d): 224.37 mm']","A small catchment with an 300 ha area in Iowa absorbs an average R_n = 237 W m^-2 in June. Use the energy balance method to estimate the catchment's evapotranspiration for June.

(a) Formulate a comprehensive energy balance equation, including all terms, for the catchment in June.

(b) By ignoring ground conduction (G) and assuming no change in stored energy (dQ/dt = 0), simplify the energy balance equation for the catchment to solve for the latent heat flux, E_l. Substitute H (the sensible heat flux) with B × E_l, where B is the Bowen ratio.

(c) Given a mean Bowen ratio of 0.86 for the catchment, determine the mean daily latent heat flux to the atmosphere (W m^-2) and the mean evapotranspiration rate (mm day^-1) from the catchment. Assume a water density, ρ_w = 920 kg m^-3.

(d) Compute the total evapotranspiration from the catchment over the month of June (31 days).",Hydrology
0.5 °C,B,MCQ_97_9,"['0.05 °C', '0.5 °C', '2.0 °C', '1.5 °C']","A thermometer floating with the river's flow at 0.5 km/hr measures the surface temperature. The overall warming rate of the river water is 0.1 °C/hr, while the temperature rises by 0.05 °C per kilometer downstream. What is the temperature change (°C) recorded by the thermometer over 4 hours?",Hydrology
0.237 m/s,C,MCQ_98_9,"['1.593 m/s', '0.0 m/s', '0.237 m/s', '0.291 m/s']","The pressure decrease across a properly designed constriction can be utilized to determine the flow velocity in a pipe. Given that the pressure drop from a 0.41-m diameter section to a 0.1-m diameter section is 7930 Pa, what is the flow velocity (m/s) in the 0.41-m diameter section of the pipe? Hint: Apply the conservation of mass equation to connect the velocity at the smaller section with that at the larger section.",Hydrology
"discharge: 119.912 m^3/s,
is_laminar: True ",C,MCQ_99_9,"['discharge: 23.944 m^3/s,\nis_laminar: True ', 'discharge: -2071486013.46 m^3/s,\nis_laminar: False ', 'discharge: 119.912 m^3/s,\nis_laminar: True ', 'discharge: 607.052 m^3/s,\nis_laminar: True ']","Molten lava, characterized by a density of 1780 kg/m^3 and a viscosity of 540 Pa·s, travels through a conduit with a circular cross-sectional shape. The conduit has a diameter of 4.54 m, and the lava flow is motivated by a pressure gradient of -6210 Pa/m. Given the assumption that the flow is laminar, determine the lava discharge in m^3/s. Is the laminar flow assumption appropriate?",Hydrology
"depth: 0.21 m,
mean_velocity: 0.5 m/s,
RH_close_to_h: True ",C,MCQ_100_9,"['depth: 0.17 m,\nmean_velocity: 0.62 m/s,\nRH_close_to_h: True ', 'depth: 0.36 m,\nmean_velocity: 2.19 m/s,\nRH_close_to_h: True ', 'depth: 0.21 m,\nmean_velocity: 0.5 m/s,\nRH_close_to_h: True ', 'depth: 0.69 m,\nmean_velocity: 0.06 m/s,\nRH_close_to_h: False ']","Utilize Equation 1 to calculate the depth and average velocity of a flow in a channel characterized by a slope S=0.0008, width w=19.0 m, discharge Q=2.0 m³/s, and Manning's n=0.02. Is it reasonable to assume that RH ≈ h for this flow? 
$$
egin{equation*}
q_{w}=U h=rac{k}{n} h^{5 / 3} S^{1 / 2} . 	ag{Equation 1}
\end{equation*}
$$",Hydrology
"(a): diameter: 7.44 m,
feasible: False ,
(b): (i): 4.6 m,
(ii): 14.14 m,
(iii): 29 ",C,MCQ_101_9,"['(a): diameter: 7.44 m,\nfeasible: False ,\n(b): (i): 2.3 m,\n(ii): 28.28 m,\n(iii): 114 ', '(a): diameter: 1.79 m,\nfeasible: False ,\n(b): (i): 4.3 m,\n(ii): 42.7 m,\n(iii): 6 ', '(a): diameter: 7.44 m,\nfeasible: False ,\n(b): (i): 4.6 m,\n(ii): 14.14 m,\n(iii): 29 ', '(a): diameter: 1.83 m,\nfeasible: True ,\n(b): (i): 3.9 m,\n(ii): 2.67 m,\n(iii): 1 ']","You are tasked with designing a basic filtration system for a community's water supply using cylindrical sand columns (K=2.0 m/day). The filter must be 4.6 m in length to effectively capture particulates in the water. Since the system will operate via gravity, the pressure heads at the top and bottom of the vertically-oriented filter will be 4.4 m and 3.9 m, respectively.  
(a). What diameter is necessary for the filter to process 2500 gallons of water per day? Is this dimension feasible (anything exceeding about 1.4 m is not feasible)?  
(b). Evaluate each of the following alternatives and consider adjustments to your design:  
i. Extend the sand filter (to what length?)  
ii. Increase the hydraulic head at the inflow (by how much?)  
iii. Implement multiple filters (how many? what dimensions?)",Hydrology
8.56 days,C,MCQ_102_9,"['65.36 days', '2527.46 days', '8.56 days', '21.4 days']","In regions where irrigation is applied to boost agricultural output, maintaining soil water content above the permanent wilting point (e.g., θ ≥ 2 θw) during the growing season is essential. The root zone soil moisture should not surpass field capacity θfc during irrigation, as exceeding θfc results in drainage losses of water and fertilizer. Under this strategy, soil moisture stays below field capacity, with evapotranspiration being the sole loss from the root zone. Assuming the absence of rainfall, the temporal changes in average soil moisture θ in the root zone are described by the soil water balance equation:

Z * dθ/dt = -et,

where Z represents the depth of the root zone. This implies that variations in stored water within the control volume (i.e., the root zone) arise from the disparity between water inputs and outputs. In this scenario, there are no inputs from rainfall, and the only outflow is due to et. The irrigation period (i.e., the interval between successive irrigation applications) is determined by integrating the soil water balance equation from time t=0, when θ=θfc (immediately after irrigation), to time ti, when θ=θ0 (indicating it's time to irrigate again). This assumes the evapotranspiration rate decreases linearly from the potential rate PET at θ = θfc to zero at θ = θw (i.e., et = PET*(θ - θw)/(θfc - θw)):

Determine the irrigation period ti given:
Z=1.69 m, PET=4.2 mm/day, θfc=0.32, θw=0.15, and θ0=0.3.",Hydrology
"new_water_fraction: 0.1 ,
old_water_fraction: 0.9 ",B,MCQ_103_9,"['new_water_fraction: 0.4 ,\nold_water_fraction: 3.6 ', 'new_water_fraction: 0.1 ,\nold_water_fraction: 0.9 ', 'new_water_fraction: 0.577 ,\nold_water_fraction: 0.423 ', 'new_water_fraction: -9.0 ,\nold_water_fraction: 10.0 ']","A hydrologist analyzing runoff production within a catchment records these chloride concentrations at the height of a rainstorm: $C_n=6.3$ μmol/L, $C_o=56.6$ μmol/L, and $C_t=51.57$ μmol/L. Determine the proportions of total streamflow that are provided by new water and old water.",Hydrology
"TI1: 9.5 ,
TI2: 5.4 ,
likely_segment: 1 ",C,MCQ_104_9,"['TI1: 8.87 ,\nTI2: 5.52 ,\nlikely_segment: 1 ', 'TI1: -17.28 ,\nTI2: -7.2 ,\nlikely_segment: 2 ', 'TI1: 9.5 ,\nTI2: 5.4 ,\nlikely_segment: 1 ', 'TI1: 9.09 ,\nTI2: 5.0 ,\nlikely_segment: 1 ']","Consider two ""streamtube"" segments within a catchment area—essentially parts of a flow net defined by topography—with the following characteristics:

|  | Segment 1 | Segment 2 |
| :--- | :--- | :--- |
| Upslope area, A (m²) | 800.0 | 600.0 |
| Length of contour at the segment's base, c (m) | 4.0 | 30.0 |
| Slope at the segment's base, tanβ | 0.015 | 0.09 |

Determine the topographic index for each segment and specify which segment is more prone to generating saturation-excess overland flow.",Hydrology
1.123 m^3/s,C,MCQ_81_10,"['64.392 m^3/s', '0.0 m^3/s', '1.123 m^3/s', '2.703 m^3/s']","Consider a rectangular open channel with a width of 4.3 meters that transports water at a depth of 0.3 meters. Given that the channel slope is 0.0095 and Manning's roughness coefficient is 0.046, determine the flow rate Q in cubic meters per second. Employ the SI units and use the hydraulic radius R=0.26326530612244897 m.",Hydrology
"(a): Upstream: 3.26 m,
over the hump: 3.255 m,
(b): Upstream: 3.26 m,
over the hump: 3.257 m",C,MCQ_82_10,"['(a): Upstream: 0.99 m,\nover the hump: 1.653 m,\n(b): Upstream: 0.99 m,\nover the hump: 1.285 m', '(a): Upstream: 3.26 m,\nover the hump: 3.251 m,\n(b): Upstream: 3.26 m,\nover the hump: 3.248 m', '(a): Upstream: 3.26 m,\nover the hump: 3.255 m,\n(b): Upstream: 3.26 m,\nover the hump: 3.257 m', '(a): Upstream: 5.955 m,\nover the hump: 5.639 m,\n(b): Upstream: 7.056 m,\nover the hump: 6.739 m']",A rectangular channel with a width of 5.0 m conveys a flow rate of 6.1 m³/s at a depth of 3.26 m. There is a plan to build a hump at a certain section. Calculate the water surface levels both upstream from the hump and directly over the hump if the hump's height is a) 0.8 m and b) 0.5 m (assuming no energy loss at the hump).,Hydrology
0.000148 ,A,MCQ_83_10,"['0.000148 ', '0.000296 ', '0.000108 ', '2.6e-05 ']",Calculate the proportion of centrifugal acceleration to gravitational acceleration at a latitude of 56.2° on Triton.,Geophysics
