answer,id,problem,type
"(a) 13.6 km , (b) 3.4 km .",PAC_5_16,"A morning temperature profile over Florida is given by

$$
T= \begin{cases}10-6(z-1)\left({ }^{\circ} \mathrm{C}\right) & z \geq 1 \mathrm{~km} \\ 20-10 z\left({ }^{\circ} \mathrm{C}\right) & z<1 \mathrm{~km} .\end{cases}
$$

In the afternoon, the surface conditions are $30^{\circ} \mathrm{C}$ for temperature and a mixing ratio of $20 \mathrm{~g} \mathrm{~kg}^{-1}$. (a) What is the maximum height to which cumulus clouds will form assuming nearly adiabatic air motion? (b) Given the temperature profile and surface conditions, find the convection height and describe the temperature profile of an ascending plume if the air were completely dry.",Atmospheric Physics
"(a) $T(z, t ; x)=T_{\infty}(z-h(x-c t))-\Gamma_{d} h(x-c t)$, (b) $r(z, t ; x)=r_{\infty}(z-h(x-c t))$.",PAC_5_22,"Consider a cold front represented by the surface

$$
z=h(x-c t)
$$

which moves eastward at velocity $c$, displacing warmer air in front of it. In the region far ahead of the front, the undisturbed air exhibits temperature and mixing ratio profiles $T_{\infty}(Z)$ and $r_{\infty}(Z)$, respectively. Assuming that the air ascends uniformly over the frontal surface, for a constant position $x$, determine an expression for (a) how temperature changes with altitude above the frontal surface but below the LCL as a function of time, and (b) how the mixing ratio changes with altitude above the frontal surface but below the LCL as a function of time.",Atmospheric Physics
"(a) $z=\frac{R}{g}\left\{(\overline{\bar{T}}+\bar{T} \cos \phi) \xi-T^{\prime}\left(\frac{\xi_{T}}{\pi}\right) e^{-\frac{\lambda^{2}+\left(\phi-\phi_{0}\right)^{2}}{L^{2}}} \sin \left(\frac{\pi \xi}{\xi_{T}}\right)\right\} \quad\left(\xi<\xi_{T}\right) ; \quad \frac{R}{g}\{(\overline{\bar{T}}+\bar{T} \cos \phi) \xi\}$ $\left(\xi \geq \xi_{T}\right)$, (b) 23 K .",PAC_6_4,"An upper-level depression, characteristic of extratropical cyclones during their intensification, impacts isobaric surfaces at higher altitudes while leaving the surface pressure unchanged. Analyze the depression of isobaric height linked to the temperature distribution

$$
T(\lambda, \phi, \xi)=\overline{\bar{T}}+\bar{T} \cos (\phi)+T^{\prime} e^{-\frac{\lambda^{2}+\left(\phi-\phi_{0}\right)^{2}}{L^{2}}} \cdot f(\xi),
$$

where $\overline{\bar{T}}, \bar{T}$, and $T^{\prime}$ represent global-mean, zonal-mean, and perturbation contributions to temperature, respectively, $\xi=-\ln \left(\frac{p}{p_{0}}\right)$, with $p_{0}=1000 \mathrm{hPa}$, indicates elevation,

$$
f(\xi)=\left\{\begin{array}{cc}
-\cos \left(\pi \frac{\xi}{\xi_{T}}\right) & \xi \leq \xi_{T} \\
0 & \xi>\xi_{T}
\end{array}\right.
$$

where $\xi_{T}=-\ln \left(\frac{100}{1000}\right)$ indicates the tropopause height, and the surface pressure $p_{s}=$ $p_{0}$ is constant, with $\phi_{0}=\frac{\pi}{4}, L=0.25 \mathrm{rads}$, and $\bar{T}=250 \mathrm{~K}, \bar{T}=30 \mathrm{~K}$, and $T^{\prime}=5 \mathrm{~K}$.
(a) Formulate an expression for the three-dimensional distribution of geopotential height. (b) Determine the magnitude of the anomalous temperature $T^{\prime}$ required for the disturbance to create a cut-off low at the mid-tropospheric level $\xi=\frac{\xi_{T}}{2}$.",Atmospheric Dynamics
(a) $z=\frac{R \bar{T}}{g}\left(\xi-\xi_{s}\right)\left\{1-\frac{\xi_{s}\left[1-e^{\alpha\left(\xi \xi_{s}-\xi\right)}\right]}{\left(\xi_{s}-\xi\right)}\right\}$.,PAC_6_6,"In contrast to mid-latitude depressions, hurricanes are warm-core cyclones always linked to a surface pressure low. Examine a hurricane with the temperature distribution given by

$$
T(\lambda, \phi, \xi)=\bar{T}+T^{\prime}(\lambda, \phi) e^{-\alpha \xi},
$$

where $\bar{T}$ and $T^{\prime}$ represent the zonal-mean and perturbation contributions to temperature, $\xi=-\ln \left(\frac{p}{p_{0}}\right)$, with $p_{0}=1000 \mathrm{hPa}$, serves as a measure of height,

$$
T^{\prime}(\lambda, \phi)=\bar{T} \alpha \xi_{s}(\lambda, \phi) e^{\alpha \xi_{s}(\lambda, \phi)},
$$

where

$$
\xi_{s}(\lambda, \phi)=0.1 e^{-\frac{\lambda^{2}+\phi^{2}}{L^{2}}},
$$

and $\alpha^{-1}=\frac{\xi_{T}}{2}$, with $\xi_{T}=\ln \left(\frac{100}{1000}\right)$ indicating the surface and tropopause pressures, respectively, and $L=0.1$ rads. (a) Develop an expression for the 3-dimensional geopotential height distribution.",Atmospheric Physics
(a) 158 m .,PAC_6_8,"Within a tropical area, deep convection results in latent heat release, leading to a column heating rate of $250 \mathrm{~W} \mathrm{~m}^{-2}$. (a) If this heating is not offset, and it creates a temperature disturbance uniform with height up to the tropopause, determine the resulting change in thickness of the $1000 \mathrm{hPa}-100 \mathrm{hPa}$ layer after a duration of 1 day.",Atmospheric Physics
"(a) unstable: $z<z_{c}$, stable: $z>z_{c} ; z_{c}=h_{1} \ln \left(\frac{h_{1}}{h_{2}}\right)$, (b) $N^{2}=g \frac{\frac{1}{h_{1}} e^{\frac{\pi}{h_{1}}}-\frac{1}{h_{2}}}{e^{\frac{\frac{\pi}{1}}{h_{1}}}-\frac{z}{h_{2}}}$.",PAC_7_2,"During the early morning, the potential temperature profile within a layer near the surface is given by

$$
\frac{\theta}{\theta_{0}}=e^{\frac{z}{h_{1}}}-\frac{Z}{h_{2}},
$$

where $h_{1}>h_{2}$. Assuming condensation is negligible, (a) describe the static stability of this layer, and (b) find the buoyancy frequency profile.",Atmospheric Physics
(a) $1.2410^{-4} \mathrm{~kg} \mathrm{~s}^{-2}$ (b) $5.4110^{-4} 10^{-4} \mathrm{~kg} \mathrm{~s}^{-2}$.,PAC_7_4,"Consider a simple harmonic oscillator consisting of a 1-kg mass and an elastic spring with a constant $k$, which serves as a model for buoyancy oscillations. Determine the effective spring constant for unsaturated conditions typical of (a) the troposphere, where $\Gamma=6.5{ }^{\circ} \mathrm{K} \mathrm{km}^{-1}$ and $T=260{ }^{\circ} \mathrm{K}$, (b) the stratosphere, where $\Gamma=-4{ }^{\circ} \mathrm{K} \mathrm{km}^{-1}$ and $T=250^{\circ} \mathrm{K}$.",Atmospheric Physics
(a) $\frac{w_{0}}{N}$.,PAC_7_5,"A sudden disturbance gives a vertical velocity $w_{0}$ to a single air parcel. Provided the layer with this parcel has nonnegative stability $N$, (a) find the maximum vertical displacement of the parcel, expressed as a function of $N$, assuming linear conditions.",Atmospheric Physics
"(a) $\theta=T_{0} \frac{a}{a+z} e^{\frac{\Gamma_{d}}{T_{0}}\left(z+\frac{z^{2}}{2 a}\right)}$, (b) unstable: $z<Z_{c}$, stable: $z>Z_{c} ; Z_{c}=\sqrt{\frac{a T_{0}}{\Gamma_{d}}}-a$.",PAC_7_6,"Prior to encountering isolated rugged terrain, the thermal structure of the surface layer is given by

$$
T(z)=T_{0} \frac{a}{a+z},
$$

where $a>0$ and $T_{0}>a \Gamma_{d}$. (a) Find the potential temperature profile upstream. (b) Describe the vertical stability upstream.",Atmospheric Physics
"(a) $T_{\text {trigger }}=T_{0}+\frac{3 \Gamma_{d}}{2}$, (b) $\Delta t \cong 5 \mathrm{hrs}$.",PAC_7_8,"An early morning sounding provides the temperature profile as follows:

$$
T(Z)= \begin{cases}T_{0}+\left(\frac{\Gamma_{d}}{2}\right) Z & Z<1 \mathrm{~km} \\ T_{0}+\left(\frac{\Gamma_{d}}{2}\right)-\left(\frac{\Gamma_{d}}{4}\right)(Z-1) & Z \geq 1 \mathrm{~km} .\end{cases}
$$

(a) Find the trigger temperature necessary for deep convection to initiate. (b) Assuming the ground temperature increases by $3^{\circ} \mathrm{C}$ per hour after sunrise, estimate the time when cumulus clouds are likely to form.",Atmospheric Physics
"(a) stable: $z<a$, unstable: $z>a$; (b) $\Delta z=2 a$ (exclusive of instability).",PAC_7_15,"The potential temperature within a layer is described by

$$
\frac{\theta}{\theta_{0}}=-(z-a)^{2}+a^{2}+1 \quad z>0 .
$$

(a) Determine the stability of this layer. (b) What is the magnitude of the vertical displacement required for a parcel initially at $z=0$ to be freed from this layer?",Atmospheric Physics
$57 \mathrm{~m} \mathrm{~s}^{-1}$.,PAC_7_19,"At a certain tropical location, the lapse rate remains constant at $7{ }^{\circ} \mathrm{K} \mathrm{km}^{-1}$ between 1000 hPa and 200 hPa, and conditions become isothermal above this range. The surface temperature is $30^{\circ} \mathrm{C}$, and the relative humidity is high enough for vertical movements to reach immediate saturation. Using the saturated adiabat approximation with a constant lapse rate of $\Gamma_{s} \cong 6.5^{\circ} \mathrm{K} \mathrm{km}^{-1}$, estimate the highest vertical velocity that can be achieved within convective towers.",Atmospheric Physics
"(a) $T I(Z)=4 z-20$, (b) 5 km , (c) $w_{\max }=58 \mathrm{~m} \mathrm{~s}^{-1}$ at $5 \mathrm{~km}, z_{\max }=9.5 \mathrm{~km}$.",PAC_7_20,"The weather service predicts convection intensity using a thermal index TI, defined as the difference between local ambient temperature and the temperature expected inside a thermal under adiabatic conditions. The more negative the $TI$, the stronger the updrafts within thermals. A morning sounding over a dry area shows a lapse rate of $-4 \mathrm{~K} \mathrm{~km}^{-1}$ in the lowest kilometer and a steady lapse rate of $6 \mathrm{~K} \mathrm{~km}^{-1}$ above, with the surface temperature at $10^{\circ} \mathrm{C}$. If the air remains dry enough to be unsaturated and the surface temperature is predicted to peak at $40^{\circ} \mathrm{C}$, (a) find the thermal index then as a function of height for $z>1 \mathrm{~km}$, (b) to what height will updrafts become stronger? (c) Determine the maximum updraft and the highest altitude reached by updrafts under adiabatic conditions if, at the time of maximum temperature, the mean thermal structure is adiabatic in the lowest kilometer.",Atmospheric Physics
"(a) $K^{\prime}>0$ for $z<9.8 \mathrm{~km}$, (b) $K^{\prime}>0$ for $z<5.7 \mathrm{~km}$, (c) $K^{\prime}>0$ for $z<5.3 \mathrm{~km}$.",PAC_7_21,"In reality, vertical velocities within a thermal deviate notably from adiabatic values due to entrainment, which constrains the peak updraft to approximately the altitude of maximum buoyancy. Using the conditions from Prob. 7.20 but including the effects of entrainment, determine the kinetic energy profile and identify the height of the maximum updraft inside a thermal for an entrainment height of (a) infinity, (b) 1 km, (c) 100 m.",Atmospheric Physics
"(a) potentially unstable (stable) for $z<1.6 \mathrm{~km}(z>1.6 \mathrm{~km})$, (b) potentially unstable (stable) for $z<4.8 \mathrm{~km}$ ( $z>4.8 \mathrm{~km}$ ).",PAC_7_24,"Given a constant tropospheric lapse rate of $\Gamma=7^{\circ} \mathrm{K} \mathrm{km}^{-1}$ and a mixing ratio described by $r=r_{0} e^{-\frac{z}{h}}$, where $h=2 \mathrm{~km}$, assess the stability of the troposphere under large-scale lifting conditions, such as sloping convection, assuming it is nearly saturated. Evaluate this scenario for moisture levels typical of (a) mid-latitudes: $r_{0}=5 \mathrm{~g} \mathrm{~kg}^{-1}$, and (b) the tropics: $r_{0}=25 \mathrm{~g} \mathrm{~kg}^{-1}$.",Atmospheric Physics
-32.4 K .,PAC_8_2,"As the sun's temperature decreases, its spectrum will move to longer wavelengths. Calculate the variation in Earth's equivalent blackbody temperature when the peak of the SW spectrum shifts from its existing position of $0.48 \mu \mathrm{~m}$ to a yellower wavelength of $0.55 \mu \mathrm{~m}$.",Atmospheric Physics
(a) 4.6 K .,PAC_8_3,The Earth's orbital ellipticity causes it to be approximately $3.5 \%$ closer to the Sun in January compared to July. (a) Determine the resulting change in the Earth's equivalent blackbody temperature.,Atmospheric Physics
(a) $u_{\lambda}(z)=\rho_{0} r H e^{-\left(\frac{\lambda-\lambda_{0}}{\alpha}\right)^{2}-\frac{z}{H}}$.,PAC_8_4,"Examine a $250^{\circ} \mathrm{K}$ isothermal atmosphere with a single absorbing gas having a uniform mixing ratio of 0.05. The specific absorption cross section of this gas, depending on wavelength, is expressed as

$$
\sigma_{a \lambda}=1.0 e^{-\left(\frac{\lambda-\lambda_{0}}{\alpha}\right)^{2}} \mathrm{~m}^{2} \mathrm{~kg}^{-1},
$$

where $\lambda_{0}=0.5 \mu \mathrm{~m}$ and $\alpha=0.01 \mu \mathrm{~m}$. (a) Determine the optical path length as a function of $\lambda$ for radiation traveling downward from the top of the atmosphere to a height $z$.",Atmospheric Physics
(a) 227 K .,PAC_8_7,Venus exhibits an albedo of 0.77 and is positioned at an average distance from the sun of $1.110^{11} \mathrm{~m}$. (a) Determine the equivalent blackbody temperature of Venus.,Atmospheric Physics
"(a) $95 \%$, (b) 3.4 .",PAC_8_8,"Examine an isothermal atmosphere that is significantly opaque to LW radiation. (a) What proportion of the LW radiance emitted at a zenith angle of zero comes from the topmost 3 optical depths? (b) Calculate the range of altitudes, expressed in scale heights, that is covered by the layer with optical depths ranging from 0.1 to 3.0 in an isothermal setting.",Atmospheric Physics
"(a) 393 K , (b) $393_{1} \mathrm{~K}$.",PAC_8_9,"A flat plate sensor installed on a satellite acts as a gray body with a consistent absorptivity $a$. Determine its radiative-equilibrium temperature when the sensor is oriented toward the sun for (a) $a=0.8$, (b) $a=0.2$.",Atmospheric Physics
"(a) $T_{R E}=\left(\frac{a_{S W}}{a_{L W}} \frac{F_{S}}{\sigma}\right)^{\frac{4}{4}}$, (b) 278 K .",PAC_8_10,"Similar to Problem 8.9, consider a sensor with varying absorptivities for SW and LW radiation: (a) $a_{S W}$ and $a_{L W}$, respectively, (b) $a_{S W}=0.2$ and $a_{L W}=0.8$.",Atmospheric Physics
$T(t)=\left[0.12 \sigma t+\frac{1}{T_{0}^{3}}\right]^{-\frac{1}{3}}$.,PAC_8_11,"Based on the scenario from Problem 8.10, determine the temperature of the sensor over time after the satellite has repositioned to direct the sensor away from the sun. Assume the sensor possesses an area of $0.1 \mathrm{~m}^{2}$ and a specific heat capacity of $2 \mathrm{~J} \mathrm{~K}^{-1}$.",Atmospheric Physics
"(a) 298 K , (b) 392 K .",PAC_8_12,"Consider the hood of a car as a gray flat plate with a longwave (LW) absorptivity of 0.9, and the atmosphere as a gray layer with a LW absorptivity of 0.8. Using this model, determine the temperature of the hood when the solar zenith angle is $25^{\circ}$. Calculate for (a) a light-colored car with a shortwave (SW) absorptivity of 0.2, (b) a dark-colored car with a SW absorptivity of 0.6.",Atmospheric Physics
"(a) 324 K , (b) 212 K .",PAC_8_13,"Consider a simplified model where the Earth's surface is treated as a gray body and the atmosphere as a gray layer with longwave (LW) absorptivities of 1.0 and 0.8, respectively. Utilize this model to calculate the radiative-equilibrium temperature of the ground with $50 \%$ cloud cover (completely reflective) under the following conditions: (a) perpetual summer over vegetated land: a solar zenith angle of $25^{\circ}$ and a surface shortwave (SW) absorptivity of 0.6, (b) perpetual winter over snow-covered land: a solar zenith angle of $60^{\circ}$ and a surface SW absorptivity of 0.2.",Atmospheric Physics
-97 K .,PAC_8_14,An $80 \%$ solar eclipse takes place in the morning when the typical temperature is $20^{\circ} \mathrm{C}$. Utilize a gray atmosphere in radiative equilibrium with a black surface to estimate the alteration in surface temperature if the eclipse were to last indefinitely.,Atmospheric Physics
"(a) 16 days, (b) 0 .",PAC_8_17,"(a) Determine the characteristic time scale for thermal damping within the troposphere, using $\rho_{0}=1.2 \mathrm{~kg} \mathrm{~m}^{-3}$, the equivalent blackbody temperature $T_{e}=255^{\circ} \mathrm{K}$ (representative of the primary emission level for OLR), and a characteristic depth of 5 km. (b) Calculate the surface heat capacity under this assumption.",Atmospheric Physics
"(a) 4.6 K , (b) 17.6 K .",PAC_8_18,"Utilize Newtonian cooling as discussed in Prob. 8.17 to approximate the amplitude $\Delta T_{s}$ of the diurnal cycle of surface temperature, where $\Delta T_{s}$ is defined as half the nighttime drop in temperature from its daytime peak. Given equinoctial conditions and a surface temperature peak of $300^{\circ} \mathrm{K}$, calculate $\Delta T_{s}$ for an optical depth of (a) $\tau_{s}=4$, indicative of global-average conditions, and (b) $\tau_{s}=1$, indicative of dry conditions.",Atmospheric Physics
"(a) $\left[a_{S W}+\left(1-a_{S W}\right) a_{L W}\right] F_{0} \sum_{n=0}^{\infty}\left(\frac{a_{L W}}{2}\right)^{n}$, (b) 252 K .",PAC_8_21,"Examine a basic model of the Earth-atmosphere system consisting of an isothermal gray layer with SW and LW absorptivities $a_{S W}$ and $a_{L W}$, respectively, and a black underlying surface. Both are exposed to a SW flux $F_{0}$ and are in thermal equilibrium. The energy budget can be analyzed by following energy through consecutive absorptions and reemissions by the surface and atmosphere. (a) Formulate an arithmetic progression for the fractional energy absorbed by the atmosphere after successive transmissions from the surface to create a series representation for the net energy absorbed by the atmosphere. (b) Utilize the series representation to determine the radiative-equilibrium temperature of the atmosphere for $F_{0}=(1-\mathcal{A}) \frac{F_{s}}{4}=240 \mathrm{~W} \mathrm{~m}^{-2}$ (Sec. 1.3), $a_{S W}=0.20$, and $a_{L W}=0.94$.",Atmospheric Physics
"(a) $\frac{d S}{d(\log a)}=4 \pi a^{2} \frac{d n}{d(\operatorname{loga)})}$, (b) $\frac{d M}{d(\log a)}=\frac{4}{3} \pi a^{3} \rho \frac{d n}{d(\operatorname{loga} a}$.",PAC_9_1,"Based on the size distribution $n(a)$, formulate an expression for the size spectrum of (a) the surface area of aerosols $S(a)$ and (b) the mass of aerosols $M(a)$, assuming particles possess a uniform density $\rho$.",Atmospheric Physics
$\Delta G=\frac{16 \pi \sigma^{3}}{3\left[n_{w} K T \ln \left(\frac{e}{e_{w}}\right)\right]^{2}}$,PAC_9_3,Derive an expression for the potential barrier that needs to be surpassed for a water droplet to become activated.,Atmospheric Physics
"(a) $0.60 \mu \mathrm{m}$, (b) $0.19 \mu \mathrm{m}$.",PAC_9_4,(a) Calculate the critical radius for a pure water droplet at a supersaturation level of $0.2 \%$. (b) What size must a droplet with $10^{-16} \mathrm{~g}$ of sodium chloride reach to initiate spontaneous growth?,Atmospheric Physics
(a) $\sim 100 \mathrm{~m}$.,PAC_9_5,"A cumulus cloud develops within a moist thermal. The thermal's base is at 1000 hPa, with $T_{0}=30^{\circ} \mathrm{C}$ and $r_{0}=10 \mathrm{~g} \mathrm{~kg}^{-1}$. (a) Given that at any altitude, the thermal is $2^{\circ} \mathrm{C}$ cooler at the edge compared to its center (assuming all other factors are the same), calculate the difference in height between the cloud base at its center and its edge.",Atmospheric Physics
"(a) $w_{t}=\frac{2}{9} \frac{\rho_{w} g a^{2}}{\mu}$, (b) $87 \mu \mathrm{m}$, (c) $88 \mu \mathrm{m}$.",PAC_9_6,"Consider the flow around a sphere with radius $a$ and velocity $w$, which is laminar when the Reynolds number

$$
\operatorname{Re}=\frac{\rho a w}{\mu}
$$

is below 5000 (see Chap. 13), with $\mu=1.710^{-5} \mathrm{~kg} \mathrm{~m}^{-1} \mathrm{~s}^{-1}$ being the air's viscosity coefficient. In such conditions, the sphere is subjected to a viscous force

$$
D=-6 \pi \mu a w
$$

referred to as Stokes drag. (a) Determine the terminal velocity $w_{t}$ for a spherical cloud droplet with radius $a$. (b) Identify the range of $a$ for which the previous result holds if the flow turns turbulent when $R e>5000$. (c) Assuming the flow remains laminar, at what size must droplets grow before they are no longer sustained by an updraft with a speed of $1 \mathrm{~m} \mathrm{~s}^{-1}$?",Atmospheric Physics
"(a) 0.013 , (b) 0.051 , (c) 0.301 .",PAC_9_11,"Determine the atmospheric albedo resulting from Rayleigh scattering when the sun is directly overhead for (a) $\lambda=0.7 \mu \mathrm{~m}$, (b) $\lambda=0.5 \mu \mathrm{~m}$, (c) $\lambda=0.3 \mu \mathrm{~m}$. The refractive index of air at 1000 hPa and $273^{\circ} \mathrm{K}$ is estimated by

$$
(m-1) 10^{6}=6.432810^{1}+\frac{2.9498110^{4}}{146-\lambda^{-2}}+\frac{2.55410^{2}}{41-\lambda^{-2}},
$$

where $\lambda$ is in $\mu \mathrm{m}$ and $m-1$ is proportional to density.",Atmospheric Physics
(a) $3.1 \mathrm{~mm} \mathrm{day}^{-1}$.,PAC_9_13,(a) Estimate the global average precipitation rate using the average latent heat flux to the atmosphere: $90 \mathrm{~W} \mathrm{~m}^{-2}$.,Hydrology
"(a) 150 m , (b) 1500 m .",PAC_9_15,"Determine the entrainment height (refer to Sec. 7.4.2) for a thermal with a diameter of (a) 100 m, and (b) 1 km.",Atmospheric Physics
$\cos \Theta=\cos \theta \cos \theta^{\prime}+\sin \theta \sin \theta^{\prime} \cos \left(\phi-\phi^{\prime}\right)$.,PAC_9_20,"The transmission of diffuse shortwave (SW) radiation through a scattering medium is characterized by the phase function $P(\cos \Theta)$, with $\Theta$ representing the 3-dimensional scattering angle. Derive an expression for $\cos \Theta$ using the zenith angles $\theta$ and $\theta^{\prime}$, as well as the azimuthal angles $\phi$ and $\phi^{\prime}$, corresponding to the scattered and incident radiation, respectively.",Atmospheric Physics
$\tau_{c}=410$.,PAC_9_24,"Determine the optical depth for shortwave radiation caused by a $5-\mathrm{km}$ cumulus congestus cloud (a formation of cumulus clouds), characterized by an average liquid water content of $0.66 \mathrm{~g} \mathrm{~m}^{-3}$ and a scattering-equivalent mean droplet radius of $12 \mu \mathrm{~m}$.",Atmospheric Physics
"$C_{S W}=-131 \mathrm{Wm}^{-2}, C_{L W}=125 \mathrm{Wm}^{-2}, C=-6 \mathrm{Wm}^{-2}$.",PAC_9_27,"Satellite data provide the following characteristics for a tropical maritime convection zone: a fractional cloud cover of 0.5, clear-sky and overcast albedos averaging 0.2 and 0.8, respectively, along with average clear-sky and overcast LW fluxes of $350 \mathrm{~W} \mathrm{~m}^{-2}$ and $100 \mathrm{~W} \mathrm{~m}^{-2}$, respectively. Determine the mean SW, LW, and net cloud forcing for this area.",Atmospheric Physics
"(a) $\frac{d \rho}{d t}=\nabla \cdot \boldsymbol{v}=0$, (b) $\frac{d \theta}{d t}=0$.",PAC_10_3,"Streamline the equations of motion for the specific case of (a) incompressible motion, where the volume of a material element remains unchanged, and (b) adiabatic motion.",Atmospheric Dynamics
$\boldsymbol{v}$ orthogonal to $\nabla \psi$.,PAC_10_4,Explain the conditions under which a property $\psi$ remains conserved but changes with space in a steady flow.,Atmospheric Dynamics
"(a) $6.9^{\circ}$, (b) $69.3^{\circ}$, (c) $693^{\circ}$, (d) $0.019,0.19,1.9$.",PAC_10_6,"A geostationary satellite is located at latitude $\phi_{0}=30^{\circ}$ and longitude $\lambda_{0}=0^{\circ}$. From this point, a projectile is launched northward with an initial velocity $v_{0}$. Disregarding the altitude of the satellite, determine the longitude at which the projectile intersects the $45^{\circ}$ latitude line if (a) $v_{0}=1000 \mathrm{~m} \mathrm{~s}^{-1}$, (b) $v_{0}=100 \mathrm{~m} \mathrm{~s}^{-1}$, (c) $v_{0}=10 \mathrm{~m} \mathrm{~s}^{-1}$. (d) For each scenario, calculate the dimensionless time for the passage, scaled by Earth's rotation period.",Geophysics
"(a) $u_{g}=-\frac{1}{f a} \frac{\partial \Phi}{\partial \phi} ; v_{g}=\frac{1}{f a \cos \phi} \frac{\partial \Phi}{\partial \lambda}$, (b) $u_{g}=-\frac{1}{f a} \frac{\partial \Psi}{\partial \phi} ; v_{g}=\frac{1}{f a \cos \phi} \frac{\partial \Psi}{\partial \lambda}$.",PAC_11_6,The geostrophic wind $\boldsymbol{v}_{g}$ represents the horizontal velocity resulting from the equilibrium between the Coriolis force and the pressure-gradient force. Derive the expressions for $u_{g}$ and $v_{g}$ in (a) isobaric coordinates and (b) isentropic coordinates.,Atmospheric Dynamics
$\frac{d}{d t}[(u+\Omega r \cos \phi) r \cos \phi]=-r \cos \phi\left[\frac{1}{\rho r \cos \phi} \frac{\partial p}{\partial \lambda}+D_{\lambda}\right]$.,PAC_11_12,Formulate the principle of angular momentum that is suggested by the vector equations of motion within a complete spherical geometry.,Geophysics
$\frac{\partial \boldsymbol{v}_{h}}{d t}+f \boldsymbol{k} \times \boldsymbol{v}_{h}=-\nabla_{\pi} \Phi-\boldsymbol{D}_{h} ; \frac{\partial \Phi}{\partial \pi}=-\theta ; \frac{\partial}{\partial \pi}\left(\pi^{\frac{1}{\kappa}-1} \dot{\pi}\right)+\pi^{\frac{1}{\kappa}-1} \nabla_{\pi} \cdot \boldsymbol{v}_{h}=0$; $\frac{d \theta}{d t}=\frac{\dot{q}}{\pi} ; \frac{d}{d t}=\frac{\partial}{\partial t}+\boldsymbol{v}_{h} \cdot \nabla_{\pi}+\dot{\pi} \frac{\partial}{\partial \pi}$.,PAC_11_15,"The equations of motion can be conveniently formulated using the Exner function $\pi=c_{p}\left(\frac{p}{p_{0}}\right)^{\kappa}$ as the vertical coordinate, with $p_{0}=1000 \mathrm{hPa}$. Convert the equations from isobaric coordinates to Exner coordinates.",Atmospheric Dynamics
"(a) $w=\zeta h\left\{1-e^{-\frac{z^{*}}{h}}\right\}$, (b) Convergence inside boundary layer must be compensated by divergence aloft.",PAC_11_16,"The horizontal convergence beneath a cyclone due to frictional drag varies with height in the planetary boundary layer as given by

$$
-\nabla \cdot \boldsymbol{v}_{h}=\zeta e^{-\frac{z^{*}}{h}},
$$

where $\zeta=\left(\nabla \times \boldsymbol{v}_{g}\right) \cdot \boldsymbol{k}$ represents the constant vorticity of the geostrophic wind above the boundary layer, and $z^{*}$ is the log-pressure height (see Prob 11.6). (a) Calculate the vertical motion as a function of height assuming $\frac{h}{H} \ll 1$. (b) Explain the divergent component of motion that must occur above the boundary layer ( $z^{*} \gg h$ ) if vertical motion eventually reduces to zero at a sufficient height.",Atmospheric Dynamics
$105 \mathrm{~m} \mathrm{~s}^{-1}$.,PAC_12_1,"A bullet train travels along a straight and level track at a latitude of $40^{\circ}$. Given that the train has a mass of $10^{5} \mathrm{~kg}$, determine the speed it must achieve so that the transverse force on it is $0.1 \%$ of its weight.",Geophysics
"(a) $\boldsymbol{v}=\frac{2}{L^{2}} e^{-\frac{x^{2}+y^{2}}{L^{2}}}\{-(\Psi y+X x) \boldsymbol{i}+(\Psi x-X y) \boldsymbol{j}\}$, (b) $\nabla \cdot \boldsymbol{v}=\frac{4}{L^{2}} X e^{-\frac{x^{2}+y^{2}}{L^{2}}}\left[\frac{x^{2}+y^{2}}{L^{2}}-1\right]$, (c) $\boldsymbol{k} \cdot(\nabla \times \boldsymbol{v})=-\frac{4}{L^{2}} \Psi e^{-\frac{x^{2}+y^{2}}{L^{2}}}\left[\frac{x^{2}+y^{2}}{L^{2}}-1\right]$.",PAC_12_2,"The movement on the surface beneath a cyclone is characterized by the streamfunction and velocity potential given by

$$
\begin{aligned}
& \psi(x, y)=\Psi\left[1-e^{-\frac{\left(x^{2}+y^{2}\right)}{L^{2}}}\right] \\
& \chi(x, y)=X e^{-\frac{\left(x^{2}+y^{2}\right)}{L^{2}}}
\end{aligned}
$$

where $\Psi$ and $X$ are constants. Calculate (a) the horizontal velocity, (b) the horizontal divergence, and (c) the vertical vorticity.",Atmospheric Dynamics
